Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023
"2","'004","Afghanistan","977","'21115","Meat of sheep, fresh or chilled","5510","Production","t","61000.000000","61000.000000","65000.000000","70000.000000","73000.000000","75000.000000","80000.000000","91000.000000","86000.000000","88000.000000","87000.000000","75000.000000","82000.000000","89000.000000","94000.000000","117000.000000","124000.000000","128000.000000","124000.000000","128000.000000","133000.000000","134000.000000","125000.000000","115000.000000","105000.000000","95000.000000","100000.000000","105000.000000","110000.000000","114992.000000","115200.000000","108800.000000","105600.000000","105600.000000","102400.000000","113600.000000","123200.000000","131200.000000","144000.000000","121600.000000","113600.000000","72000.000000","73600.000000","81600.000000","88000.000000","75200.000000","65760.000000","86880.000000","99680.000000","113000.000000","115000.000000","111000.000000","106000.000000","109407.150000","107400.340000","107668.490000","112540.740000","110000.000000","110888.130000","110000.000000","105000.000000","102000.000000","100792.870000"
"2","'004","Afghanistan","982","'02291","Raw milk of sheep","71761","Emissions intensity","kg CO2eq/kg","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266400","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.266300","7.547500","7.744400","7.742800","7.938500","7.504500","7.706700","7.778000","7.643800","7.704000","7.638800","7.511200","7.266200","6.747100","6.953900","7.049900","6.780400","7.266400","7.262600","6.825900","7.302700","7.510800","7.339500","6.761700","7.486300","7.453700","7.459300","7.531700","7.469500","7.408800","7.383300","7.368000","7.340600","7.304700"
"2","'004","Afghanistan","982","'02291","Raw milk of sheep","723113","Emissions (CO2eq) (AR5)","kt","1325.366200","1331.918400","1425.653400","1525.931800","1576.055700","1427.829600","1525.924700","1525.924900","1525.922800","1416.933300","1133.545000","1046.355100","1231.636600","1373.323500","1525.926200","1569.519000","1558.614600","1556.451800","1602.222300","1641.458300","1809.316100","1772.257800","1787.513400","1525.922000","1235.348500","908.361600","944.547800","1089.944200","1235.342700","1544.454300","1547.722500","1471.428000","1416.926200","1452.753100","1373.330300","1525.920600","1656.717500","1765.723800","1918.297200","1634.920000","1525.925500","959.140800","980.939300","1111.742800","1177.147800","1002.752700","1460.537600","1423.472900","1351.529700","1460.531100","1592.286700","1548.630700","1480.810000","1516.344100","1490.077700","1495.601800","1557.819300","1516.584800","1472.196800","1453.900000","1443.495400","1424.007000","1398.277900"
"2","'004","Afghanistan","982","'02291","Raw milk of sheep","5510","Production","t","182400.000000","183300.000000","196200.000000","210000.000000","216900.000000","196500.000000","210000.000000","210000.000000","210000.000000","195000.000000","156000.000000","144000.000000","169500.000000","189000.000000","210000.000000","216000.000000","214500.000000","214200.000000","220500.000000","225900.000000","249000.000000","243900.000000","246000.000000","210000.000000","170010.000000","125010.000000","129990.000000","150000.000000","170010.000000","212550.000000","205063.600000","190000.000000","183000.000000","183000.000000","183000.000000","198000.000000","213000.000000","231000.000000","249000.000000","214027.010000","203152.070000","132000.000000","145385.850000","159873.660000","166974.230000","147889.170000","201000.000000","196000.000000","198000.000000","200000.000000","212000.000000","211000.000000","219000.000000","202549.450000","199911.730000","200500.810000","206834.700000","203035.890000","198708.820000","196916.600000","195914.110000","193990.390000","191422.480000"
"2","'004","Afghanistan","1130","'02293","Raw milk of camel","71761","Emissions intensity","kg CO2eq/kg","5.146300","5.146200","5.146200","5.146400","5.146000","5.146000","5.146000","5.146000","5.146000","5.146000","5.146000","5.146000","5.146000","5.146000","5.146000","5.146000","5.146000","5.146000","5.146300","5.146100","5.146100","5.146100","5.146100","5.146100","5.146100","5.146100","5.146000","5.146100","5.146200","5.146200","4.924900","5.072100","5.071700","5.071400","5.073700","4.989800","5.052700","5.138600","5.146200","5.145900","5.145900","5.131800","5.017700","5.134900","5.132900","5.017700","5.017900","5.139200","5.017800","5.017200","5.017500","5.017700","5.017300","4.978900","4.975400","4.977200","4.978000","4.974000","4.960500","4.957200","4.955600","4.952400","4.948500"
"2","'004","Afghanistan","1130","'02293","Raw milk of camel","723113","Emissions (CO2eq) (AR5)","kt","38.597400","43.228300","54.034900","50.949100","46.313700","46.313700","46.313700","46.314400","46.313700","46.313700","46.313700","46.313700","46.313700","46.313700","46.313700","46.313700","46.313700","46.313700","41.685000","41.683700","41.683700","41.683700","41.683700","41.683700","41.683700","41.683700","46.313700","41.683700","37.052300","33.964700","30.878500","37.867800","37.886300","37.904800","38.064500","33.965300","37.054800","41.683700","41.684400","33.962800","30.875300","37.975400","40.141300","45.700300","39.523000","40.141600","40.143100","39.058100","40.142200","40.137500","40.140300","40.141600","40.138500","34.050400","33.918600","34.014000","34.346200","34.255600","34.108900","34.010900","33.990300","33.893700","33.791800"
"2","'004","Afghanistan","1130","'02293","Raw milk of camel","5510","Production","t","7500.000000","8400.000000","10500.000000","9900.000000","9000.000000","9000.000000","9000.000000","9000.000000","9000.000000","9000.000000","9000.000000","9000.000000","9000.000000","9000.000000","9000.000000","9000.000000","9000.000000","9000.000000","8100.000000","8100.000000","8100.000000","8100.000000","8100.000000","8100.000000","8100.000000","8100.000000","9000.000000","8100.000000","7200.000000","6600.000000","6269.840000","7465.870000","7470.070000","7474.280000","7502.350000","6806.910000","7333.660000","8111.820000","8100.000000","6600.000000","6000.000000","7400.000000","8000.000000","8900.000000","7700.000000","8000.000000","8000.000000","7600.000000","8000.000000","8000.000000","8000.000000","8000.000000","8000.000000","6839.010000","6817.270000","6833.910000","6899.650000","6886.890000","6876.130000","6860.910000","6858.900000","6843.860000","6828.760000"
"2","'004","Afghanistan","1058","'21121","Meat of chickens, fresh or chilled","71761","Emissions intensity","kg CO2eq/kg","0.437200","0.292800","0.229000","0.274500","0.152600","0.144200","0.143900","0.313400","0.108100","0.183000","0.363200","0.363200","0.348700","0.348700","0.335200","0.335200","0.322800","0.278000","0.290500","0.290500","0.306900","0.306900","0.334800","0.353500","0.375800","0.397600","0.375800","0.353500","0.334800","0.276700","0.279700","0.278600","0.277600","0.196200","0.283000","0.322500","0.271900","0.283700","0.271900","0.277400","0.250300","0.269000","0.233300","0.228300","0.238100","0.239800","0.165400","0.266000","0.259400","0.582600","0.514400","0.520600","0.336200","0.224200","0.358000","0.363000","0.363900","0.327500","0.352900","0.352700","0.370900","0.365000","0.371400"
"2","'004","Afghanistan","1058","'21121","Meat of chickens, fresh or chilled","723113","Emissions (CO2eq) (AR5)","kt","2.448500","1.756500","1.410500","1.756500","1.038000","1.038000","1.093800","2.507100","1.038000","1.756500","3.486500","3.486500","3.486500","3.486500","3.486500","3.486500","3.486500","3.114000","3.486500","3.486500","3.806000","3.806000","4.205000","4.524500","4.870500","5.216500","4.870500","4.524500","4.205000","3.430700","3.401400","3.342800","3.287000","2.275500","3.486500","4.205000","3.806000","4.266400","3.806000","3.662300","3.284200","6.456800","6.627000","7.031600","7.694300","5.849900","2.911700","5.533200","5.187200","16.312200","13.168900","12.910800","8.876000","5.562500","8.790900","8.820200","10.057700","9.600100","9.767500","10.057700","10.462300","10.403700","10.693900"
"2","'004","Afghanistan","1058","'21121","Meat of chickens, fresh or chilled","5510","Production","t","5600.000000","6000.000000","6160.000000","6400.000000","6800.000000","7200.000000","7600.000000","8000.000000","9600.000000","9600.000000","9600.000000","9600.000000","10000.000000","10000.000000","10400.000000","10400.000000","10800.000000","11200.000000","12000.000000","12000.000000","12400.000000","12400.000000","12560.000000","12800.000000","12960.000000","13120.000000","12960.000000","12800.000000","12560.000000","12400.000000","12160.000000","12000.000000","11840.000000","11600.000000","12320.000000","13040.000000","14000.000000","15040.000000","14000.000000","13200.000000","13120.000000","24000.000000","28400.000000","30800.000000","32320.000000","24400.000000","17600.000000","20800.000000","20000.000000","28000.000000","25600.000000","24800.000000","26400.000000","24809.320000","24558.740000","24297.680000","27637.840000","29315.760000","27680.530000","28512.870000","28210.690000","28503.140000","28796.080000"
